gene_id state1_rep1 state1_rep2 state2_rep1 state2_rep2
ECDH10B_3747 0 26 114 53
ECDH10B_3748 54 77 234 86
ECDH10B_3749 30 57 126 99
ECDH10B_3750 78 367 432 240
ECDH10B_3751 359 1597 2193 1143
ECDH10B_3752 50 120 264 54
ECDH10B_3753 436 1477 3113 1403
ECDH10B_3754 156 501 511 279
ECDH10B_3755 94 283 263 182
ECDH10B_3756 0 20 48 0
ECDH10B_3757 0 0 0 0
ECDH10B_3758 0 8 15 0
ECDH10B_3759 3 11 0 21
ECDH10B_3760 0 0 8 0
ECDH10B_3761 13 37 0 12
ECDH10B_3762 9 6 0 15
ECDH10B_3763 53 51 0 0
ECDH10B_3764 8 9 23 0
ECDH10B_3765 0 5 47 34
ECDH10B_3766 51 55 86 27
ECDH10B_3767 46 108 111 36
ECDH10B_3768 0 0 0 16
ECDH10B_3769 0 35 234 162
ECDH10B_3770 0 52 7 0
ECDH10B_3771 1305 1198 933 616
ECDH10B_3773 249 302 643 207
ECDH10B_3775 36 58 213 41
ECDH10B_3776 30 130 71 37
ECDH10B_3777 15 92 113 43
ECDH10B_3778 7 27 95 11
ECDH10B_3779 9 12 7 0
ECDH10B_3780 495 477 829 404
ECDH10B_3781 314 335 670 270
ECDH10B_3782 237 550 594 323
ECDH10B_3783 229 387 217 160
ECDH10B_3784 262 489 619 652
ECDH10B_3785 97 407 807 206
ECDH10B_3786 14 93 261 83
ECDH10B_3787 111 240 788 217
ECDH10B_3788 161 457 670 341
ECDH10B_3789 426 869 1603 716
ECDH10B_3790 927 2019 3583 1776
ECDH10B_3791 1519 2380 4057 1994
ECDH10B_3792 448 1058 1597 1040
ECDH10B_3793 575 1637 2632 2158
ECDH10B_3794 3491 4328 5150 2924
ECDH10B_3795 388 1124 1880 1336
ECDH10B_3796 200 525 1093 419
ECDH10B_3797 67 260 908 209
ECDH10B_3798 649 937 1123 566
ECDH10B_3799 1408 2197 1650 813
ECDH10B_3800 332 1007 285 158
ECDH10B_3801 517 982 2256 931
ECDH10B_3802 168 775 1493 749
ECDH10B_3803 198 617 975 670
ECDH10B_3804 264 713 1688 1273
ECDH10B_3805 166 415 1318 1216
ECDH10B_3806 139 188 766 381
ECDH10B_3807 72 188 750 258
ECDH10B_3808 152 448 1107 751
ECDH10B_3809 136 518 787 546
ECDH10B_3810 192 528 886 506
ECDH10B_3811 135 359 688 683
ECDH10B_3812 140 517 794 445
ECDH10B_3813 188 468 753 596
ECDH10B_3814 249 693 1242 480
ECDH10B_3815 193 920 1336 464
ECDH10B_3816 144 575 609 372
ECDH10B_3817 157 589 576 406
ECDH10B_3818 134 224 554 324
ECDH10B_3819 1659 5276 11394 6711
ECDH10B_3820 313 635 716 444
ECDH10B_3821 163 427 983 367
ECDH10B_3822 170 285 1076 394
ECDH10B_3823 438 457 1021 664
ECDH10B_3824 164 449 803 691
ECDH10B_3826 516 1206 2478 1105
ECDH10B_3827 77 298 525 382
ECDH10B_3828 13 73 160 37
ECDH10B_3829 41 108 239 79
ECDH10B_3830 826 1840 3442 1604
ECDH10B_3831 713 2566 5236 1514
ECDH10B_3832 1046 3367 6526 3258
ECDH10B_3833 90 829 1272 618
ECDH10B_3834 329 1163 1545 1118
ECDH10B_3835 261 758 1048 498
ECDH10B_3836 163 146 172 39
ECDH10B_3837 326 340 802 269
ECDH10B_3838 92 159 289 166
ECDH10B_3839 33 29 51 31
ECDH10B_3840 0 0 66 6
ECDH10B_3841 13 8 16 18
ECDH10B_3842 90 230 327 163
ECDH10B_3843 51 174 411 198
ECDH10B_3844 22 160 192 88
ECDH10B_3845 112 924 864 293
ECDH10B_3846 168 256 375 253
ECDH10B_3847 39 45 30 38
ECDH10B_3848 138 221 443 310
ECDH10B_3849 27 58 221 103
ECDH10B_3850 26 159 306 110
ECDH10B_3851 62 484 1005 419
ECDH10B_3852 89 197 567 179
ECDH10B_3853 101 37 424 105
ECDH10B_3854 334 530 3206 895
ECDH10B_3855 24 18 281 34
ECDH10B_3856 80 310 387 244
ECDH10B_3857 50 83 176 167
ECDH10B_3858 0 54 131 16
ECDH10B_3859 52 27 99 7
ECDH10B_3860 42 121 176 54
ECDH10B_3861 23 86 138 92
ECDH10B_3862 0 12 24 0
ECDH10B_3863 21 31 90 44
ECDH10B_3868 36 26 62 77
ECDH10B_3869 36 42 98 37
ECDH10B_3870 25 35 92 20
ECDH10B_3871 674 720 983 406
ECDH10B_3872 1068 117 357 270
ECDH10B_3873 2111 261 726 252
ECDH10B_3874 238 220 714 488
ECDH10B_3875 221 417 913 472
ECDH10B_3877 25 48 21 18
ECDH10B_3878 26 66 19 18
ECDH10B_3879 8 5 20 0
ECDH10B_3880 38 8 68 23
ECDH10B_3881 51 19 104 26
ECDH10B_3882 126 114 303 149
ECDH10B_3883 310 370 837 556
ECDH10B_3884 43 55 79 30
ECDH10B_3886 279 1356 1681 810
ECDH10B_3887 376 2080 2228 1384
ECDH10B_3889 2551 5080 22432 10243
ECDH10B_3890 429 3050 4189 1642
ECDH10B_3891 198 511 1356 523
ECDH10B_3892 1694 6714 12428 5543
ECDH10B_3893 176 565 996 301
ECDH10B_3894 186 3 26 12
ECDH10B_3895 1120 118 101 48
ECDH10B_3896 133 30 56 67
ECDH10B_3897 11 216 123 116
ECDH10B_3898 119 270 410 252
ECDH10B_3899 333 1546 796 538
ECDH10B_3900 160 484 275 91
ECDH10B_3901 528 1625 2055 618
ECDH10B_3902 41 123 263 81
ECDH10B_3903 20 101 73 37
ECDH10B_3904 59 75 169 42
ECDH10B_3905 11 15 58 68
ECDH10B_3906 0 3 39 7
ECDH10B_3907 24 11 3 14
ECDH10B_3908 0 12 14 2
ECDH10B_3909 319 1791 2000 944
ECDH10B_3910 32 76 37 9
ECDH10B_3911 206 143 246 154
ECDH10B_3912 246 213 628 398
ECDH10B_3913 203 130 272 110
ECDH10B_3914 127 85 267 67
ECDH10B_3915 313 335 514 155
ECDH10B_3917 1744 1955 5005 2572
ECDH10B_3918 1035 1907 3342 1921
ECDH10B_3919 6394 17873 35858 14248
ECDH10B_3920 3030 8802 19947 7691
ECDH10B_3921 7096 14853 42806 18455
ECDH10B_3922 2639 5392 13163 5198
ECDH10B_3923 2703 6065 10711 6404
ECDH10B_3924 4372 9551 17720 7445
ECDH10B_3925 3429 7727 15356 5060
ECDH10B_3926 390 1870 3027 789
ECDH10B_3927 183 576 1336 433
ECDH10B_3928 837 3099 5686 2739
ECDH10B_3930 435 1306 3656 1566
ECDH10B_3931 77 255 322 177
ECDH10B_3932 1420 2085 4604 1441
ECDH10B_3933 782 769 1939 542
ECDH10B_3935 276 747 823 347
ECDH10B_3936 4615 3806 9305 6982
ECDH10B_3937 2142 2323 7916 3156
ECDH10B_3938 3873 3486 14185 5372
ECDH10B_3939 6451 4884 23969 9467
ECDH10B_3940 1787 2295 7984 3569
ECDH10B_3943 275 422 405 223
ECDH10B_3944 1195 1342 1211 1405
ECDH10B_3945 55 40 98 64
ECDH10B_3946 194 980 1771 329
ECDH10B_3947 316 712 881 492
ECDH10B_3948 0 0 0 0
ECDH10B_3949 0 51 51 48
ECDH10B_3950 11 3 19 17
ECDH10B_3951 84 276 458 205
ECDH10B_3952 529 395 1136 831
ECDH10B_3953 235 304 495 492
ECDH10B_3954 76 16 80 11
ECDH10B_3958 70 54 100 64
ECDH10B_3959 425 439 551 173
ECDH10B_3961 273 545 878 547
ECDH10B_3962 141 425 501 264
ECDH10B_3963 5764 7292 16570 9662
ECDH10B_3964 363 582 1330 1404
ECDH10B_3967 282 1077 1573 1067
ECDH10B_3968 1071 3526 5294 2771
ECDH10B_3969 1880 4308 7621 3483
ECDH10B_3970 1003 1904 4404 3078
ECDH10B_3971 812 3630 6771 2912
ECDH10B_3972 3438 8486 21753 9436
ECDH10B_3973 505 976 1570 529
ECDH10B_3974 525 1171 1255 531
ECDH10B_3975 341 1228 1049 613
ECDH10B_3976 378 1478 1586 693
ECDH10B_3977 253 984 1110 621
ECDH10B_3978 115 731 681 346
ECDH10B_3979 43 426 535 121
ECDH10B_3980 77 508 492 269
ECDH10B_3981 112 862 1065 341
ECDH10B_3982 150 476 704 217
ECDH10B_3983 30 390 530 174
ECDH10B_3984 94 251 337 132
ECDH10B_3985 241 1430 2259 716
ECDH10B_3986 431 686 1366 459
ECDH10B_3987 33 168 205 47
ECDH10B_3988 0 61 86 12
ECDH10B_3989 0 0 2 0
ECDH10B_3990 43 208 173 34
ECDH10B_3991 36 164 78 47
ECDH10B_3993 593 1362 1650 1143
ECDH10B_3995 379 1056 1387 699
ECDH10B_3996 737 1611 2190 1429
ECDH10B_3998 107 324 607 294
ECDH10B_3999 34 232 198 106
ECDH10B_4000 439 383 716 537
ECDH10B_4001 638 773 1253 652
ECDH10B_4003 128 341 468 150
ECDH10B_4004 35 109 191 133
ECDH10B_4005 456 1721 2116 779
ECDH10B_4006 0 174 126 18
ECDH10B_4007 384 786 2141 757
ECDH10B_4008 96 88 292 129
ECDH10B_4009 0 22 88 24
ECDH10B_4010 42 239 341 176
ECDH10B_4011 28 147 286 51
ECDH10B_4012 111 479 473 138
ECDH10B_4013 197 756 1098 459
ECDH10B_4014 153 401 866 408
ECDH10B_4015 114 377 635 125
ECDH10B_4016 357 897 1148 479
ECDH10B_4017 291 577 652 380
ECDH10B_4019 167 780 1385 443
ECDH10B_4020 136 283 3158 2981
ECDH10B_4021 67 79 663 487
ECDH10B_4022 1413 911 1143 429
ECDH10B_4023 235 585 482 358
ECDH10B_4024 621 1307 1846 1197
ECDH10B_4025 419 764 1538 629
ECDH10B_4026 696 2244 2692 1479
ECDH10B_4027 536 871 1481 931
ECDH10B_4028 435 796 1169 865
ECDH10B_4029 512 980 1801 1522
ECDH10B_4030 143 547 656 451
ECDH10B_4031 174 446 586 297
ECDH10B_4032 445 1347 3993 2117
ECDH10B_4033 163 539 2026 948
ECDH10B_4034 67 212 808 293
ECDH10B_4035 57 75 546 330
ECDH10B_4036 844 1710 2971 1303
ECDH10B_4037 311 580 726 405
ECDH10B_4038 346 1025 1467 653
ECDH10B_4039 79 341 521 176
ECDH10B_4040 0 0 0 0
ECDH10B_4041 1 122 51 48
ECDH10B_4042 0 0 0 0
ECDH10B_4043 267 419 622 521
ECDH10B_4044 0 0 0 0
ECDH10B_4045 44 55 154 87
ECDH10B_4046 128 90 263 117
ECDH10B_4047 222 186 360 391
ECDH10B_4048 721 2928 3740 1299
ECDH10B_4049 546 1353 1638 1509
ECDH10B_4050 80 280 404 303
ECDH10B_4051 0 153 502 79
ECDH10B_4052 908 2582 3172 2060
ECDH10B_4054 818 1688 3176 2165
ECDH10B_4056 236 529 1811 1097
ECDH10B_4057 527 935 1582 791
ECDH10B_4058 149 353 755 241
ECDH10B_4059 71 198 925 136
ECDH10B_4060 1550 1422 14895 2000
ECDH10B_4061 2673 8314 24146 10071
ECDH10B_4062 42 27 96 83
ECDH10B_4063 96 49 134 52
ECDH10B_4064 28 80 81 14
ECDH10B_4065 0 3 61 13
ECDH10B_4066 13 30 27 18
ECDH10B_4067 9 34 45 18
ECDH10B_4068 15 46 69 86
ECDH10B_4069 12 13 5 19
ECDH10B_4070 60 99 110 106
ECDH10B_4071 0 39 11 13
ECDH10B_4072 0 13 0 32
ECDH10B_4073 12 11 30 10
ECDH10B_4074 75 100 200 73
ECDH10B_4075 182 255 431 170
ECDH10B_4076 85 203 279 168
ECDH10B_4077 129 182 317 358
ECDH10B_4078 388 457 748 396
ECDH10B_4079 0 16 0 0
ECDH10B_4080 33 44 60 61
ECDH10B_4081 442 796 1510 529
ECDH10B_4082 109 281 1070 308
ECDH10B_4083 203 834 2421 511
ECDH10B_4084 1264 4947 10099 2935
ECDH10B_4085 145 293 398 193
ECDH10B_4086 0 60 62 31
ECDH10B_4087 0 58 3 16
ECDH10B_4088 23 14 32 6
ECDH10B_4089 0 13 38 10
ECDH10B_4091 0 12 28 0
ECDH10B_4092 11 40 46 9
ECDH10B_4093 16 24 0 39
ECDH10B_4094 13 21 29 10
ECDH10B_4095 0 0 23 25
ECDH10B_4096 19 80 43 16
ECDH10B_4097 15 81 18 20
ECDH10B_4098 1911 1455 6066 5348
ECDH10B_4099 24 44 134 51
ECDH10B_4100 153 554 532 303
ECDH10B_4101 761 2070 2747 1269
ECDH10B_4102 588 857 1516 641
ECDH10B_4103 4100 14538 20206 10438
ECDH10B_4104 544 1564 1758 1043
ECDH10B_4105 3177 3457 2898 1538
ECDH10B_4106 153 443 1287 310
ECDH10B_4107 152 212 393 214
ECDH10B_4108 3277 3997 4262 2134
ECDH10B_4109 84 67 213 53
ECDH10B_4110 35 23 40 5
ECDH10B_4111 59 175 163 38
ECDH10B_4112 359 399 801 325
ECDH10B_4113 436 593 1274 524
ECDH10B_4114 651 1192 2999 1415
ECDH10B_4115 5285 3559 20043 9120
ECDH10B_4116 1657 1520 6710 1992
ECDH10B_4117 3938 2444 7280 5103
ECDH10B_4118 1642 2807 1636 775
ECDH10B_4119 74 291 419 222
ECDH10B_4120 1779 1139 2753 1171
ECDH10B_4121 772 1125 1296 488
ECDH10B_4122 559 1176 2956 1319
ECDH10B_4123 459 607 1242 490
ECDH10B_4124 209 879 900 418
ECDH10B_4125 857 1303 3266 5653
ECDH10B_4126 67 335 242 59
ECDH10B_4127 247 463 702 419
ECDH10B_4128 163 298 604 128
ECDH10B_4129 483 1129 1915 1345
ECDH10B_4130 118 173 605 260
ECDH10B_4131 2897 4397 1001 794
ECDH10B_4132 184 600 405 200
ECDH10B_4133 31 116 174 85
ECDH10B_4134 467 333 14 45
ECDH10B_4135 21 64 47 0
ECDH10B_4136 42 7 47 15
ECDH10B_4137 0 7 6 18
ECDH10B_4138 3 0 14 0
ECDH10B_4139 42 42 140 81
ECDH10B_4140 10 8 63 41
ECDH10B_4141 9 80 65 40
ECDH10B_4142 43 185 251 117
ECDH10B_4143 219 408 2317 501
ECDH10B_4144 1799 3767 8567 4508
ECDH10B_4145 199 458 1014 349
ECDH10B_4146 12 110 301 214
ECDH10B_4147 58 92 200 156
ECDH10B_4148 112 367 447 322
ECDH10B_4150 640 1824 2667 2042
ECDH10B_4151 961 3108 7048 3685
ECDH10B_4152 1096 1190 2158 1385
ECDH10B_4153 576 667 1336 674
ECDH10B_4154 668 1123 2666 1110
ECDH10B_4155 632 1192 3043 847
ECDH10B_4156 440 371 764 528
ECDH10B_4157 51 88 124 35
ECDH10B_4158 0 73 13 17
ECDH10B_4159 7 9 16 4
ECDH10B_4160 0 0 0 0
ECDH10B_4161 477 760 1517 879
ECDH10B_4162 251 1213 1693 685
ECDH10B_4163 259 732 1804 714
ECDH10B_4164 0 0 10 0
ECDH10B_4165 165 410 1063 434
ECDH10B_4166 36 366 710 297
ECDH10B_4167 136 623 1074 342
ECDH10B_4168 2261 3758 9730 5555
ECDH10B_4169 911 2537 3862 2250
ECDH10B_4170 764 1696 3741 1568
ECDH10B_4171 3014 5775 12984 6555
ECDH10B_4172 4889 8959 22524 9175
ECDH10B_4173 6680 9817 30956 18651
ECDH10B_4174 7928 9191 27129 19909
ECDH10B_4175 7965 20409 63504 28958
ECDH10B_4176 8131 21587 64815 24141
ECDH10B_4177 57 147 100 88
ECDH10B_4178 21 48 132 68
ECDH10B_4179 21 2 54 17
ECDH10B_4180 0 0 5 0
ECDH10B_4181 23 36 75 15
ECDH10B_4182 14 41 72 27
ECDH10B_4183 67 234 359 74
ECDH10B_4184 220 363 1313 581
ECDH10B_4185 147 494 899 309
ECDH10B_4186 583 746 1796 423
ECDH10B_4187 226 389 585 306
ECDH10B_4188 276 408 619 328
ECDH10B_4189 1085 1217 2412 1391
ECDH10B_4190 207 535 899 416
ECDH10B_4191 14 105 134 120
ECDH10B_4192 93 171 124 67
ECDH10B_4193 83 181 183 104
ECDH10B_4194 96 302 558 174
ECDH10B_4195 265 307 836 383
ECDH10B_4196 0 24 28 0
ECDH10B_4197 64 486 439 114
ECDH10B_4198 6 7 29 2
ECDH10B_4199 0 0 0 0
ECDH10B_4200 72 272 636 143
ECDH10B_4201 39 207 389 54
ECDH10B_4202 46 143 304 213
ECDH10B_4203 481 645 1145 412
ECDH10B_4204 647 507 1198 446
ECDH10B_4205 163 207 415 167
ECDH10B_4206 32 153 80 68
ECDH10B_4207 471 1976 2741 1369
ECDH10B_4208 840 1538 4752 2449
ECDH10B_4209 169 283 311 94
ECDH10B_4210 479 699 133 19
ECDH10B_4211 450 664 432 100
ECDH10B_4212 358 682 398 162
ECDH10B_4213 259 411 877 393
ECDH10B_4214 1167 1150 2774 1502
ECDH10B_4215 1 6 1986 920
ECDH10B_4216 4 0 341 45
ECDH10B_4217 0 8 252 58
ECDH10B_4218 25 78 868 140
ECDH10B_4219 65 69 247 107
ECDH10B_4220 37 81 254 106
ECDH10B_4221 51 42 209 77
ECDH10B_4222 84 138 414 187
ECDH10B_4223 642 257 1379 510
ECDH10B_4224 211 97 568 288
ECDH10B_4225 562 364 1703 537
ECDH10B_4226 197 184 623 193
ECDH10B_4227 8 22 174 14
ECDH10B_4228 171 576 732 826
ECDH10B_4229 133 383 867 428
ECDH10B_4230 795 2021 4159 1764
ECDH10B_4231 174 186 484 220
ECDH10B_4232 1216 4695 3612 3337
ECDH10B_4233 180 673 665 196
ECDH10B_4234 304 610 1121 698
ECDH10B_4235 411 1315 1294 1103
ECDH10B_4236 0 19 17 9
ECDH10B_4237 0 11 0 9
ECDH10B_4238 244 1307 1373 837
ECDH10B_4239 50 195 134 118
ECDH10B_4240 136 196 545 237
ECDH10B_4241 455 1182 2250 1096
ECDH10B_4242 216 984 1140 662
ECDH10B_4243 612 760 1096 704
ECDH10B_4244 117 225 311 101
ECDH10B_4245 258 282 369 226
ECDH10B_4246 86 196 281 217
ECDH10B_4248 796 1903 2348 1608
ECDH10B_4249 57 227 321 253
ECDH10B_4251 182 188 209 297
ECDH10B_4252 14 35 59 0
ECDH10B_4254 55 215 465 110
ECDH10B_4255 0 0 0 0
ECDH10B_4256 0 0 0 0
ECDH10B_4257 0 0 0 0
ECDH10B_4258 0 0 0 0
ECDH10B_4259 0 0 0 0
ECDH10B_4260 0 0 0 0
ECDH10B_4263 13 13 29 0
ECDH10B_4264 0 0 43 8
ECDH10B_4265 0 0 8 18
ECDH10B_4266 13 8 4 6
ECDH10B_4267 14 86 5 0
ECDH10B_4268 679 1942 2860 1539
ECDH10B_4269 177 211 397 156
ECDH10B_4270 254 270 253 49
ECDH10B_4271 0 30 37 0
ECDH10B_4272 23 39 92 26
ECDH10B_4273 41 36 60 6
ECDH10B_4274 20 27 52 0
ECDH10B_4275 0 83 139 16
ECDH10B_4276 10 0 0 0
ECDH10B_4277 11 16 42 35
ECDH10B_4278 60 72 141 100
ECDH10B_4279 75 78 53 14
ECDH10B_4280 164 284 559 477
ECDH10B_4281 10 56 39 46
ECDH10B_4282 66 70 255 120
ECDH10B_4283 56 109 275 84
ECDH10B_4284 8 48 34 24
ECDH10B_4285 3 16 16 6
ECDH10B_4286 0 0 40 0
ECDH10B_4287 14 52 61 4
ECDH10B_4288 24 2 40 12
ECDH10B_4289 0 24 5 0
ECDH10B_4290 0 5 14 0
ECDH10B_4291 0 15 0 14
ECDH10B_4292 9 0 5 0
ECDH10B_4293 0 18 12 0
ECDH10B_4297 11 58 17 0
ECDH10B_4298 0 16 13 0
ECDH10B_4299 13 0 66 27
ECDH10B_4300 99 242 164 182
ECDH10B_4301 40 194 223 156
ECDH10B_4302 6 63 82 39
ECDH10B_4303 853 4099 2638 1622
ECDH10B_4304 180 270 857 205
ECDH10B_4305 64 245 587 100
ECDH10B_4306 36 51 576 61
ECDH10B_4307 14 12 1 9
ECDH10B_4310 161 77 196 84
ECDH10B_4311 20 85 182 52
ECDH10B_4312 107 116 272 96
ECDH10B_4313 20 32 112 78
ECDH10B_4314 114 195 128 64
ECDH10B_4315 185 170 108 62
ECDH10B_4317 231 430 676 399
ECDH10B_4318 6 35 25 38
ECDH10B_4319 64 62 108 200
ECDH10B_4320 26 35 9 0
ECDH10B_4321 3 0 0 0
ECDH10B_4322 263 398 618 424
ECDH10B_4323 27 127 178 36
ECDH10B_4324 24 121 215 35
ECDH10B_4325 15 23 23 15
ECDH10B_4326 173 126 322 223
ECDH10B_4327 0 0 12 0
ECDH10B_4328 128 257 812 495
ECDH10B_4329 301 507 949 459
ECDH10B_4330 165 89 373 137
ECDH10B_4331 2106 1399 1224 499
ECDH10B_4332 5475 3294 1470 613
ECDH10B_4333 164 226 185 45
ECDH10B_4334 231 490 570 247
ECDH10B_4335 4082 1861 1810 1688
ECDH10B_4336 5936 4306 4593 3194
ECDH10B_4337 619 526 1561 781
ECDH10B_4338 208 316 660 285
ECDH10B_4340 1097 2193 6298 2379
ECDH10B_4341 0 147 165 139
ECDH10B_4342 78 134 385 246
ECDH10B_4343 466 965 564 118
ECDH10B_4344 250 708 343 107
ECDH10B_4345 217 381 170 179
ECDH10B_4346 618 552 83 73
ECDH10B_4347 652 1112 70 55
ECDH10B_4349 5834 9046 720 317
ECDH10B_4350 104 718 472 325
ECDH10B_4351 13 91 175 49
ECDH10B_4352 0 30 114 31
ECDH10B_4353 58 170 470 140
ECDH10B_4354 453 1598 2260 1087
ECDH10B_4355 503 1266 1898 689
ECDH10B_4356 854 2214 3471 1435
ECDH10B_4357 48 314 539 211
ECDH10B_4358 62 395 630 162
ECDH10B_4359 39 221 501 20
ECDH10B_4360 15 132 135 34
ECDH10B_4361 252 965 1074 587
ECDH10B_4362 181 289 646 233
ECDH10B_4363 67 80 174 113
ECDH10B_4364 338 1074 1452 654
ECDH10B_4365 493 1811 2483 857
ECDH10B_4366 2899 6757 6883 3816
ECDH10B_4367 2235 4298 4342 2542
ECDH10B_4368 2433 5468 9683 4130
ECDH10B_4369 2108 5508 9234 4200
ECDH10B_4370 1411 2850 4754 2815
ECDH10B_4371 61 164 198 73
ECDH10B_4372 3114 3103 6709 2503
ECDH10B_4373 165 1281 1370 680
ECDH10B_4374 1849 8697 7170 4511
ECDH10B_4375 443 1288 1411 1961
ECDH10B_4376 0 20 39 54
ECDH10B_4377 0 51 14 29
ECDH10B_4378 0 7 36 9
ECDH10B_4379 0 0 0 0
ECDH10B_4380 0 9 0 7
ECDH10B_4381 16 46 141 7
ECDH10B_4382 57 67 243 53
ECDH10B_4383 92 75 315 112
ECDH10B_4384 355 227 303 129
ECDH10B_4385 77 130 260 123
ECDH10B_4386 93 105 273 87
ECDH10B_4387 46 22 40 13
ECDH10B_4388 0 16 54 3
ECDH10B_4389 19 0 0 0
ECDH10B_4390 0 9 27 27
ECDH10B_4391 24 15 31 14
ECDH10B_4392 15 8 85 25
ECDH10B_4393 31 65 40 0
ECDH10B_4394 0 4 22 0
ECDH10B_4395 7105 19467 46790 17696
ECDH10B_4397 2384 4530 15189 5610
ECDH10B_4398 3687 3504 11695 7544
ECDH10B_4399 108 175 235 150
ECDH10B_4400 125 278 443 130
ECDH10B_4401 332 525 794 296
ECDH10B_4402 393 985 2504 1851
ECDH10B_4403 444 983 2137 578
ECDH10B_4404 117 103 163 127
ECDH10B_4405 112 219 226 130
ECDH10B_4406 30 38 45 49
ECDH10B_4407 44 55 54 26
ECDH10B_4408 290 254 371 76
ECDH10B_4410 48 57 294 131
ECDH10B_4411 19 94 266 135
ECDH10B_4412 441 192 569 463
ECDH10B_4413 372 754 1851 656
ECDH10B_4414 238 204 619 330
ECDH10B_4415 132 351 765 409
ECDH10B_4416 306 1055 2257 1007
ECDH10B_4417 167 176 347 184
ECDH10B_4418 226 373 855 484
ECDH10B_4419 12 8 28 0
ECDH10B_4420 34 88 63 94
ECDH10B_4421 709 940 3191 1697
ECDH10B_4422 48 57 133 89
ECDH10B_4423 4 47 65 43
ECDH10B_4426 139 203 353 137
ECDH10B_4427 437 490 1028 462
ECDH10B_4428 1145 1727 2691 1193
ECDH10B_4429 496 1592 1940 1301
ECDH10B_4430 486 926 1519 734
ECDH10B_4431 106 325 400 211
ECDH10B_4432 109 563 249 109
ECDH10B_4433 835 2028 593 353
ECDH10B_4434 142 46 168 96
ECDH10B_4435 280 71 210 115
ECDH10B_4436 39 93 125 54
ECDH10B_4437 377 794 656 429
ECDH10B_4438 911 792 1722 2203
ECDH10B_4439 54 111 45 42
ECDH10B_4440 62 58 223 96
ECDH10B_4441 0 13 0 0
ECDH10B_4442 17 14 62 42
ECDH10B_4443 85 71 60 12
ECDH10B_4444 64 37 148 89
ECDH10B_4445 222 161 246 109
ECDH10B_4446 42 47 157 83
ECDH10B_4447 8 20 35 38
ECDH10B_4448 1091 1263 2115 1878
ECDH10B_4449 74 159 156 250
ECDH10B_4450 23 21 77 13
ECDH10B_4451 1309 3014 7836 4383
ECDH10B_4452 176 324 723 328
ECDH10B_4453 907 1543 3321 1628
ECDH10B_4454 325 926 1420 596
ECDH10B_4455 324 840 1124 636
ECDH10B_4456 90 145 427 202
ECDH10B_4457 61 66 149 65
ECDH10B_4458 126 134 203 175
ECDH10B_4459 4 77 92 29
ECDH10B_4460 0 27 46 0
ECDH10B_4461 15 24 281 54
ECDH10B_4462 62 44 648 211
ECDH10B_4463 0 4 33 11
ECDH10B_4464 214 505 1031 339
ECDH10B_4465 8 19 59 40
ECDH10B_4466 0 44 19 0
ECDH10B_4467 31 200 233 95
ECDH10B_4472 0 55 37 9
ECDH10B_4473 80 388 643 262
ECDH10B_4474 48 85 1249 258
ECDH10B_4475 48 156 3355 1303
ECDH10B_4476 0 34 108 35
ECDH10B_4477 11 21 70 65
ECDH10B_4478 30 121 202 115
ECDH10B_4479 54 47 125 106
ECDH10B_4480 2 0 62 0
ECDH10B_4481 14 49 83 29
ECDH10B_4484 11 77 56 11
ECDH10B_4485 7 56 109 122
ECDH10B_4486 5 0 106 76
ECDH10B_4487 15 53 175 22
ECDH10B_4488 18 64 390 155
ECDH10B_4489 14 116 812 512
ECDH10B_4490 0 34 525 347
ECDH10B_4491 26 64 611 196
ECDH10B_4492 102 232 168 78
ECDH10B_4496 438 748 736 671
ECDH10B_4497 75 82 196 77
ECDH10B_4498 135 205 176 124
ECDH10B_4499 34 30 126 31
ECDH10B_4500 9 15 30 0
ECDH10B_4501 14 84 91 0
ECDH10B_4502 6 41 36 46
ECDH10B_4503 6 19 34 6
ECDH10B_4504 215 679 722 336
ECDH10B_4505 16 205 160 63
ECDH10B_4506 16 0 0 0
ECDH10B_4507 20 119 212 107
ECDH10B_4508 68 98 93 58
ECDH10B_4509 85 21 98 66
ECDH10B_4510 30 102 219 51
ECDH10B_4511 0 171 147 62
ECDH10B_4512 17 58 137 60
ECDH10B_4513 16 6 9 29
ECDH10B_4514 0 11 66 17
ECDH10B_4515 288 720 1126 514
ECDH10B_4516 34 485 732 208
ECDH10B_4517 211 254 665 193
ECDH10B_4518 122 254 332 215
ECDH10B_4519 25 8 19 0
ECDH10B_4520 115 140 159 55
ECDH10B_4521 0 0 89 49
ECDH10B_4522 14 61 3623 1335
ECDH10B_4523 71 159 8153 3790
ECDH10B_4524 44 178 652 191
ECDH10B_4525 18 107 293 64
ECDH10B_4526 2 102 138 10
ECDH10B_4527 12 69 115 47
ECDH10B_4528 212 648 1295 648
ECDH10B_4529 133 452 545 208
ECDH10B_4530 125 136 308 109
ECDH10B_4531 156 273 844 533
ECDH10B_4532 547 1355 3677 1982
ECDH10B_4533 131 67 1545 596
ECDH10B_4534 9 0 168 130
ECDH10B_4535 28 137 491 199
ECDH10B_4536 153 207 296 186
ECDH10B_4537 269 336 103 11
ECDH10B_4538 408 508 99 58
ECDH10B_4539 642 256 597 251
ECDH10B_4540 555 258 240 256
ECDH10B_4541 1379 1293 2379 1502
ECDH10B_4542 778 509 1235 821
ECDH10B_4543 260 540 650 247
ECDH10B_4544 64 167 336 170
ECDH10B_4545 141 244 241 96
